Date,Open,High,Low,Close*,Adj_Close,Volume
2000/1/1,1469.25 ,1478.00 ,1350.14 ,1394.46 ,1394.46 ,21494400000.00 
2000/2/1,1394.46 ,1444.55 ,1325.07 ,1366.42 ,1366.42 ,20912000000.00 
2000/3/1,1366.42 ,1552.87 ,1346.62 ,1498.58 ,1498.58 ,26156200000.00 
2000/4/1,1498.58 ,1527.19 ,1339.40 ,1452.43 ,1452.43 ,20106460000.00 
2000/4/30,1452.43 ,1481.51 ,1361.09 ,1420.60 ,1420.60 ,19898300000.00 
2000/5/31,1420.60 ,1488.93 ,1420.60 ,1454.60 ,1454.60 ,21738300000.00 
2000/6/30,1454.60 ,1517.32 ,1413.89 ,1430.83 ,1430.83 ,19089100000.00 
2000/7/31,1430.83 ,1525.21 ,1425.43 ,1517.68 ,1517.68 ,20363700000.00 
2000/8/31,1517.68 ,1530.09 ,1419.44 ,1436.51 ,1436.51 ,20838300000.00 
2000/9/30,1436.52 ,1454.82 ,1305.79 ,1429.40 ,1429.40 ,25951400000.00 
2000/11/1,1429.40 ,1438.46 ,1294.90 ,1314.95 ,1314.95 ,20532300000.00 
2000/12/1,1314.95 ,1389.05 ,1254.07 ,1320.28 ,1320.28 ,23610800000.00 
2001/1/1,1320.28 ,1383.37 ,1274.62 ,1366.01 ,1366.01 ,27829800000.00 
2001/2/1,1366.01 ,1376.38 ,1215.44 ,1239.94 ,1239.94 ,21644400000.00 
2001/3/1,1239.94 ,1267.42 ,1081.19 ,1160.33 ,1160.33 ,27806610000.00 
2001/4/1,1160.33 ,1269.30 ,1091.99 ,1249.46 ,1249.46 ,25409990000.00 
2001/4/30,1249.46 ,1315.93 ,1232.00 ,1255.82 ,1255.82 ,24525900000.00 
2001/5/31,1255.82 ,1286.62 ,1203.03 ,1224.38 ,1224.38 ,24748030000.00 
2001/6/30,1224.42 ,1239.78 ,1165.54 ,1211.23 ,1211.23 ,23793710000.00 
2001/7/31,1211.23 ,1226.27 ,1124.87 ,1133.58 ,1133.58 ,23359200000.00 
2001/8/31,1133.58 ,1155.40 ,944.75 ,1040.94 ,1040.94 ,25025290000.00 
2001/9/30,1040.94 ,1110.61 ,1026.76 ,1059.78 ,1059.78 ,29951280000.00 
2001/11/1,1059.78 ,1163.38 ,1054.31 ,1139.45 ,1139.45 ,26330000000.00 
2001/12/1,1139.45 ,1173.62 ,1114.53 ,1148.08 ,1148.08 ,25128570000.00 
2002/1/1,1148.08 ,1176.97 ,1081.66 ,1130.20 ,1130.20 ,29746200000.00 
2002/2/1,1130.20 ,1130.20 ,1074.36 ,1106.73 ,1106.73 ,26047600000.00 
2002/3/1,1106.73 ,1173.94 ,1106.73 ,1147.39 ,1147.39 ,26563200000.00 
2002/4/1,1147.39 ,1147.84 ,1063.46 ,1076.92 ,1076.92 ,28568900000.00 
2002/4/30,1076.92 ,1106.59 ,1048.96 ,1067.14 ,1067.14 ,26905500000.00 
2002/5/31,1067.14 ,1070.74 ,952.92 ,989.82 ,989.82 ,29981510000.00 
2002/6/30,989.82 ,994.46 ,775.68 ,911.62 ,911.62 ,42228720000.00 
2002/7/31,911.62 ,965.00 ,833.44 ,916.07 ,916.07 ,29298400000.00 
2002/8/31,916.07 ,924.02 ,800.20 ,815.28 ,815.28 ,27723710000.00 
2002/9/30,815.28 ,907.44 ,768.63 ,885.76 ,885.76 ,37856310000.00 
2002/11/1,885.76 ,941.82 ,872.05 ,936.31 ,936.31 ,29200960000.00 
2002/12/1,936.31 ,954.28 ,869.45 ,879.82 ,879.82 ,25993640000.00 
2003/1/1,879.82 ,935.05 ,840.34 ,855.70 ,855.70 ,30749580000.00 
2003/2/1,855.70 ,864.64 ,806.29 ,841.15 ,841.15 ,25235300000.00 
2003/3/1,841.15 ,895.90 ,788.90 ,848.18 ,848.18 ,30080030000.00 
2003/4/1,848.18 ,924.24 ,847.85 ,916.92 ,916.92 ,29669610000.00 
2003/4/30,916.92 ,965.38 ,902.83 ,963.59 ,963.59 ,30952100000.00 
2003/5/31,963.59 ,1015.33 ,963.59 ,974.50 ,974.50 ,31219400000.00 
2003/6/30,974.50 ,1015.41 ,962.10 ,990.31 ,990.31 ,31553200000.00 
2003/7/31,990.31 ,1011.01 ,960.84 ,1008.01 ,1008.01 ,24881470000.00 
2003/8/31,1008.01 ,1040.29 ,990.36 ,995.97 ,995.97 ,29940110000.00 
2003/9/30,995.97 ,1053.79 ,995.97 ,1050.71 ,1050.71 ,32298500000.00 
2003/11/1,1050.71 ,1063.65 ,1031.20 ,1058.20 ,1058.20 ,24463220000.00 
2003/12/1,1058.20 ,1112.56 ,1053.41 ,1111.92 ,1111.92 ,27839130000.00 
2004/1/1,1111.92 ,1155.38 ,1105.08 ,1131.13 ,1131.13 ,32820000000.00 
2004/2/1,1131.13 ,1158.98 ,1124.44 ,1144.94 ,1144.94 ,27985600000.00 
2004/3/1,1144.94 ,1163.23 ,1087.16 ,1126.21 ,1126.21 ,33597900000.00 
2004/4/1,1126.21 ,1150.57 ,1107.23 ,1107.30 ,1107.30 ,31611900000.00 
2004/4/30,1107.30 ,1127.74 ,1076.32 ,1120.68 ,1120.68 ,29326400000.00 
2004/5/31,1120.68 ,1146.34 ,1113.32 ,1140.84 ,1140.84 ,27529500000.00 
2004/6/30,1140.84 ,1140.84 ,1078.78 ,1101.72 ,1101.72 ,29285600000.00 
2004/7/31,1101.72 ,1109.68 ,1060.72 ,1104.24 ,1104.24 ,26586800000.00 
2004/8/31,1104.24 ,1131.54 ,1099.18 ,1114.58 ,1114.58 ,26829870000.00 
2004/9/30,1114.58 ,1142.05 ,1090.29 ,1130.20 ,1130.20 ,31511000000.00 
2004/11/1,1130.20 ,1188.46 ,1127.60 ,1173.82 ,1173.82 ,30460280000.00 
2004/12/1,1173.78 ,1217.33 ,1173.78 ,1211.92 ,1211.92 ,31102500000.00 
2005/1/1,1211.92 ,1217.80 ,1163.75 ,1181.27 ,1181.27 ,31498800000.00 
2005/2/1,1181.27 ,1212.44 ,1180.95 ,1203.60 ,1203.60 ,29297410000.00 
2005/3/1,1203.60 ,1229.11 ,1163.69 ,1180.59 ,1180.59 ,39014150000.00 
2005/4/1,1180.59 ,1191.88 ,1136.15 ,1156.85 ,1156.85 ,43424270000.00 
2005/4/30,1156.85 ,1199.56 ,1146.18 ,1191.50 ,1191.50 ,39321990000.00 
2005/5/31,1191.50 ,1219.59 ,1188.30 ,1191.33 ,1191.33 ,40334040000.00 
2005/6/30,1191.33 ,1245.15 ,1183.55 ,1234.18 ,1234.18 ,37464670000.00 
2005/7/31,1234.18 ,1245.86 ,1201.07 ,1220.33 ,1220.33 ,42030090000.00 
2005/8/31,1220.33 ,1243.13 ,1205.35 ,1228.81 ,1228.81 ,44777510000.00 
2005/9/30,1228.81 ,1233.34 ,1168.20 ,1207.01 ,1207.01 ,49793790000.00 
2005/11/1,1207.01 ,1270.64 ,1201.07 ,1249.48 ,1249.48 ,45102870000.00 
2005/12/1,1249.48 ,1275.80 ,1246.59 ,1248.29 ,1248.29 ,41756130000.00 
2006/1/1,1248.29 ,1294.90 ,1245.74 ,1280.08 ,1280.08 ,49211650000.00 
2006/2/1,1280.08 ,1297.57 ,1253.61 ,1280.66 ,1280.66 ,42859940000.00 
2006/3/1,1280.66 ,1310.88 ,1268.42 ,1294.87 ,1294.87 ,50905040000.00 
2006/4/1,1302.88 ,1318.16 ,1280.74 ,1310.61 ,1310.61 ,43308430000.00 
2006/4/30,1310.61 ,1326.70 ,1245.34 ,1270.09 ,1270.09 ,54312830000.00 
2006/5/31,1270.05 ,1290.68 ,1219.29 ,1270.20 ,1270.20 ,54873260000.00 
2006/6/30,1270.06 ,1280.42 ,1224.54 ,1276.66 ,1276.66 ,46348220000.00 
2006/7/31,1278.53 ,1306.74 ,1261.30 ,1303.82 ,1303.82 ,50485620000.00 
2006/8/31,1303.80 ,1340.28 ,1290.93 ,1335.85 ,1335.85 ,49001440000.00 
2006/9/30,1335.82 ,1389.45 ,1327.10 ,1377.94 ,1377.94 ,56793620000.00 
2006/11/1,1377.76 ,1407.89 ,1360.98 ,1400.63 ,1400.63 ,55343930000.00 
2006/12/1,1400.63 ,1431.81 ,1385.93 ,1418.30 ,1418.30 ,47578780000.00 
2007/1/1,1418.03 ,1441.61 ,1403.97 ,1438.24 ,1438.24 ,56686200000.00 
2007/2/1,1437.90 ,1461.57 ,1389.42 ,1406.82 ,1406.82 ,51844990000.00 
2007/3/1,1406.80 ,1438.89 ,1363.98 ,1420.86 ,1420.86 ,67622250000.00 
2007/3/31,1420.83 ,1498.02 ,1416.37 ,1482.37 ,1482.37 ,57032470000.00 
2007/4/30,1482.37 ,1535.56 ,1476.70 ,1530.62 ,1530.62 ,64958050000.00 
2007/5/31,1530.62 ,1540.56 ,1484.18 ,1503.35 ,1503.35 ,65322800000.00 
2007/6/30,1504.66 ,1555.90 ,1454.25 ,1455.27 ,1455.27 ,70337430000.00 
2007/7/31,1455.18 ,1503.89 ,1370.60 ,1473.99 ,1473.99 ,91381760000.00 
2007/8/31,1473.96 ,1538.74 ,1439.29 ,1526.75 ,1526.75 ,57809700000.00 
2007/9/30,1527.29 ,1576.09 ,1489.56 ,1549.38 ,1549.38 ,76022580000.00 
2007/10/31,1545.79 ,1545.79 ,1406.10 ,1481.14 ,1481.14 ,86246950000.00 
2007/12/1,1479.63 ,1523.57 ,1435.65 ,1468.36 ,1468.36 ,64821670000.00 
2008/1/1,1467.97 ,1471.77 ,1270.05 ,1378.55 ,1378.55 ,98475340000.00 
2008/2/1,1378.60 ,1396.02 ,1316.75 ,1330.63 ,1330.63 ,78536130000.00 
2008/3/1,1330.45 ,1359.68 ,1256.98 ,1322.70 ,1322.70 ,93189170000.00 
2008/3/31,1326.41 ,1404.57 ,1324.35 ,1385.59 ,1385.59 ,85978630000.00 
2008/4/30,1385.97 ,1440.24 ,1373.07 ,1400.38 ,1400.38 ,80990480000.00 
2008/5/31,1399.62 ,1404.05 ,1272.00 ,1280.00 ,1280.00 ,96614040000.00 
2008/6/30,1276.69 ,1292.17 ,1200.44 ,1267.38 ,1267.38 ,124980570000.00 
2008/7/31,1269.42 ,1313.15 ,1247.45 ,1282.83 ,1282.83 ,86266010000.00 
2008/8/31,1287.83 ,1303.04 ,1106.42 ,1166.36 ,1166.36 ,140007320000.00 
2008/9/30,1164.17 ,1167.03 ,839.80 ,968.75 ,968.75 ,159823030000.00 
2008/10/31,968.67 ,1007.51 ,741.02 ,896.24 ,896.24 ,115660210000.00 
2008/12/1,888.61 ,918.85 ,815.69 ,903.25 ,903.25 ,112884470000.00 
2009/1/1,902.99 ,943.85 ,804.30 ,825.88 ,825.88 ,112090640000.00 
2009/2/1,823.09 ,875.01 ,734.52 ,735.09 ,735.09 ,124492210000.00 
2009/3/1,729.57 ,832.98 ,666.79 ,797.87 ,797.87 ,161843640000.00 
2009/3/31,793.59 ,888.70 ,783.32 ,872.81 ,872.81 ,138855320000.00 
2009/4/30,872.74 ,930.17 ,866.10 ,919.14 ,919.14 ,131614940000.00 
2009/5/31,923.26 ,956.23 ,888.86 ,919.32 ,919.32 ,112653150000.00 
2009/6/30,920.82 ,996.68 ,869.32 ,987.48 ,987.48 ,106635790000.00 
2009/7/31,990.22 ,1039.47 ,978.51 ,1020.62 ,1020.62 ,116059270000.00 
2009/8/31,1019.52 ,1080.15 ,991.97 ,1057.08 ,1057.08 ,112295490000.00 
2009/9/30,1054.91 ,1101.36 ,1019.95 ,1036.19 ,1036.19 ,113410990000.00 
2009/10/31,1036.18 ,1113.69 ,1029.38 ,1095.63 ,1095.63 ,84981530000.00 
2009/12/1,1098.89 ,1130.38 ,1085.89 ,1115.10 ,1115.10 ,89515330000.00 
2010/1/1,1116.56 ,1150.45 ,1071.59 ,1073.87 ,1073.87 ,90947580000.00 
2010/2/1,1073.89 ,1112.42 ,1044.50 ,1104.49 ,1104.49 ,84561340000.00 
2010/3/1,1105.36 ,1180.69 ,1105.36 ,1169.43 ,1169.43 ,103683550000.00 
2010/3/31,1171.23 ,1219.80 ,1170.69 ,1186.69 ,1186.69 ,116741910000.00 
2010/4/30,1188.58 ,1205.13 ,1040.78 ,1089.41 ,1089.41 ,127662780000.00 
2010/5/31,1087.30 ,1131.23 ,1028.33 ,1030.71 ,1030.71 ,110106750000.00 
2010/6/30,1031.10 ,1120.95 ,1010.91 ,1101.60 ,1101.60 ,94778110000.00 
2010/7/31,1107.53 ,1129.24 ,1039.70 ,1049.33 ,1049.33 ,85738250000.00 
2010/8/31,1049.72 ,1157.16 ,1049.72 ,1141.20 ,1141.20 ,79589450000.00 
2010/9/30,1143.49 ,1196.14 ,1131.87 ,1183.26 ,1183.26 ,89536270000.00 
2010/10/31,1185.71 ,1227.08 ,1173.00 ,1180.55 ,1180.55 ,87151070000.00 
2010/12/1,1186.60 ,1262.60 ,1186.60 ,1257.64 ,1257.64 ,80984530000.00 
2011/1/1,1257.62 ,1302.67 ,1257.62 ,1286.12 ,1286.12 ,92164940000.00 
2011/2/1,1289.14 ,1344.07 ,1289.14 ,1327.22 ,1327.22 ,59223660000.00 
2011/3/1,1328.64 ,1332.28 ,1249.05 ,1325.83 ,1325.83 ,89507640000.00 
2011/3/31,1329.48 ,1364.56 ,1294.70 ,1363.61 ,1363.61 ,77364810000.00 
2011/4/30,1365.21 ,1370.58 ,1311.80 ,1345.20 ,1345.20 ,81708980000.00 
2011/5/31,1345.20 ,1345.20 ,1258.07 ,1320.64 ,1320.64 ,86122730000.00 
2011/6/30,1320.64 ,1356.48 ,1282.86 ,1292.28 ,1292.28 ,81102170000.00 
2011/7/31,1292.59 ,1307.38 ,1101.54 ,1218.89 ,1218.89 ,108419170000.00 
2011/8/31,1219.12 ,1229.29 ,1114.22 ,1131.42 ,1131.42 ,102786820000.00 
2011/9/30,1131.21 ,1292.66 ,1074.77 ,1253.30 ,1253.30 ,98063670000.00 
2011/10/31,1251.00 ,1277.55 ,1158.66 ,1246.96 ,1246.96 ,84275050000.00 
2011/12/1,1246.91 ,1269.37 ,1202.37 ,1257.60 ,1257.60 ,74742430000.00 
2012/1/1,1258.86 ,1333.47 ,1258.86 ,1312.41 ,1312.41 ,79567560000.00 
2012/2/1,1312.45 ,1378.04 ,1312.45 ,1365.68 ,1365.68 ,78385710000.00 
2012/3/1,1365.90 ,1419.15 ,1340.03 ,1408.47 ,1408.47 ,83899660000.00 
2012/3/31,1408.47 ,1422.38 ,1357.38 ,1397.91 ,1397.91 ,74761710000.00 
2012/4/30,1397.86 ,1415.32 ,1291.98 ,1310.33 ,1310.33 ,86920490000.00 
2012/5/31,1309.87 ,1363.46 ,1266.74 ,1362.16 ,1362.16 ,81582440000.00 
2012/6/30,1362.33 ,1391.74 ,1325.41 ,1379.32 ,1379.32 ,73103810000.00 
2012/7/31,1379.32 ,1426.68 ,1354.65 ,1406.58 ,1406.58 ,70283810000.00 
2012/8/31,1406.54 ,1474.51 ,1396.56 ,1440.67 ,1440.67 ,69784280000.00 
2012/9/30,1440.90 ,1470.96 ,1403.28 ,1412.16 ,1412.16 ,71752320000.00 
2012/10/31,1412.20 ,1434.27 ,1343.35 ,1416.18 ,1416.18 ,71489310000.00 
2012/12/1,1416.34 ,1448.00 ,1398.11 ,1426.19 ,1426.19 ,66388180000.00 
2013/1/1,1426.19 ,1509.94 ,1426.19 ,1498.11 ,1498.11 ,75848510000.00 
2013/2/1,1498.11 ,1530.94 ,1485.01 ,1514.68 ,1514.68 ,69273480000.00 
2013/3/1,1514.68 ,1570.28 ,1501.48 ,1569.19 ,1569.19 ,68527110000.00 
2013/3/31,1569.18 ,1597.57 ,1536.03 ,1597.57 ,1597.57 ,77098000000.00 
2013/4/30,1597.55 ,1687.18 ,1581.28 ,1630.74 ,1630.74 ,76447250000.00 
2013/5/31,1631.71 ,1654.19 ,1560.33 ,1606.28 ,1606.28 ,74946790000.00 
2013/6/30,1609.78 ,1698.78 ,1604.57 ,1685.73 ,1685.73 ,68106820000.00 
2013/7/31,1689.42 ,1709.67 ,1627.47 ,1632.97 ,1632.97 ,64802810000.00 
2013/8/31,1635.95 ,1729.86 ,1633.41 ,1681.55 ,1681.55 ,66174410000.00 
2013/9/30,1682.41 ,1775.22 ,1646.47 ,1756.54 ,1756.54 ,76647400000.00 
2013/10/31,1758.70 ,1813.55 ,1746.20 ,1805.81 ,1805.81 ,63628190000.00 
2013/12/1,1806.55 ,1849.44 ,1767.99 ,1848.36 ,1848.36 ,64958820000.00 
2014/1/1,1845.86 ,1850.84 ,1770.45 ,1782.59 ,1782.59 ,75871910000.00 
2014/2/1,1782.68 ,1867.92 ,1737.92 ,1859.45 ,1859.45 ,69725590000.00 
2014/3/1,1857.68 ,1883.97 ,1834.44 ,1872.34 ,1872.34 ,71885030000.00 
2014/3/31,1873.96 ,1897.28 ,1814.36 ,1883.95 ,1883.95 ,71595810000.00 
2014/4/30,1884.39 ,1924.03 ,1859.79 ,1923.57 ,1923.57 ,63623630000.00 
2014/5/31,1923.87 ,1968.17 ,1915.98 ,1960.23 ,1960.23 ,63283380000.00 
2014/6/30,1962.29 ,1991.39 ,1930.67 ,1930.67 ,1930.67 ,66524690000.00 
2014/7/31,1929.80 ,2005.04 ,1904.78 ,2003.37 ,2003.37 ,58131140000.00 
2014/8/31,2004.07 ,2019.26 ,1964.04 ,1972.29 ,1972.29 ,66706000000.00 
2014/9/30,1971.44 ,2018.19 ,1820.66 ,2018.05 ,2018.05 ,93714040000.00 
2014/10/31,2018.21 ,2075.76 ,2001.01 ,2067.56 ,2067.56 ,63600190000.00 
2014/12/1,2065.78 ,2093.55 ,1972.56 ,2058.90 ,2058.90 ,80743820000.00 
2015/1/1,2058.90 ,2072.36 ,1988.12 ,1994.99 ,1994.99 ,77330040000.00 
2015/2/1,1996.67 ,2119.59 ,1980.90 ,2104.50 ,2104.50 ,68775560000.00 
2015/3/1,2105.23 ,2117.52 ,2039.69 ,2067.89 ,2067.89 ,76675850000.00 
2015/3/31,2067.63 ,2125.92 ,2048.38 ,2085.51 ,2085.51 ,72060940000.00 
2015/4/30,2087.38 ,2134.72 ,2067.93 ,2107.39 ,2107.39 ,65187730000.00 
2015/5/31,2108.64 ,2129.87 ,2056.32 ,2063.11 ,2063.11 ,73213980000.00 
2015/6/30,2067.00 ,2132.82 ,2044.02 ,2103.84 ,2103.84 ,77920590000.00 
2015/7/31,2104.49 ,2112.66 ,1867.01 ,1972.18 ,1972.18 ,84626790000.00 
2015/8/31,1970.09 ,2020.86 ,1871.91 ,1920.03 ,1920.03 ,79989370000.00 
2015/9/30,1919.65 ,2094.32 ,1893.70 ,2079.36 ,2079.36 ,85844900000.00 
2015/10/31,2080.76 ,2116.48 ,2019.39 ,2080.41 ,2080.41 ,75943590000.00 
2015/12/1,2082.93 ,2104.27 ,1993.26 ,2043.94 ,2043.94 ,83649260000.00 
2016/1/1,2038.20 ,2038.20 ,1812.29 ,1940.24 ,1940.24 ,92409770000.00 
2016/2/1,1936.94 ,1962.96 ,1810.10 ,1932.23 ,1932.23 ,93049560000.00 
2016/3/1,1937.09 ,2072.21 ,1937.09 ,2059.74 ,2059.74 ,92639420000.00 
2016/3/31,2056.62 ,2111.05 ,2033.80 ,2065.30 ,2065.30 ,81124990000.00 
2016/4/30,2067.17 ,2103.48 ,2025.91 ,2096.95 ,2096.95 ,78883600000.00 
2016/5/31,2093.94 ,2120.55 ,1991.68 ,2098.86 ,2098.86 ,86852700000.00 
2016/6/30,2099.34 ,2177.09 ,2074.02 ,2173.60 ,2173.60 ,69530250000.00 
2016/7/31,2173.15 ,2193.81 ,2147.58 ,2170.95 ,2170.95 ,75610310000.00 
2016/8/31,2171.33 ,2187.87 ,2119.12 ,2168.27 ,2168.27 ,77270240000.00 
2016/9/30,2164.33 ,2169.60 ,2114.72 ,2126.15 ,2126.15 ,73196630000.00 
2016/10/31,2128.68 ,2214.10 ,2083.79 ,2198.81 ,2198.81 ,88299760000.00 
2016/12/1,2200.17 ,2277.53 ,2187.44 ,2238.83 ,2238.83 ,75251240000.00 
2017/1/1,2251.57 ,2300.99 ,2245.13 ,2278.87 ,2278.87 ,70483180000.00 
2017/2/1,2285.59 ,2371.54 ,2271.65 ,2363.64 ,2363.64 ,69162420000.00 
2017/3/1,2380.13 ,2400.98 ,2322.25 ,2362.72 ,2362.72 ,81547770000.00 
2017/3/31,2362.34 ,2398.16 ,2328.95 ,2384.20 ,2384.20 ,65265670000.00 
2017/4/30,2388.50 ,2418.71 ,2352.72 ,2411.80 ,2411.80 ,79607170000.00 
2017/5/31,2415.65 ,2453.82 ,2405.70 ,2423.41 ,2423.41 ,81002490000.00 
2017/6/30,2431.39 ,2484.04 ,2407.70 ,2470.30 ,2470.30 ,63169400000.00 
2017/7/31,2477.10 ,2490.87 ,2417.35 ,2471.65 ,2471.65 ,70616030000.00 
2017/8/31,2474.42 ,2519.44 ,2446.55 ,2519.36 ,2519.36 ,66337980000.00 
2017/9/30,2521.20 ,2582.98 ,2520.40 ,2575.26 ,2575.26 ,70871570000.00 
2017/10/31,2583.21 ,2657.74 ,2557.45 ,2647.58 ,2647.58 ,73173260000.00 
2017/12/1,2645.10 ,2694.97 ,2605.52 ,2673.61 ,2673.61 ,65251190000.00 
2018/1/1,2683.73 ,2872.87 ,2682.36 ,2823.81 ,2823.81 ,76860120000.00 
2018/2/1,2816.45 ,2835.96 ,2532.69 ,2713.83 ,2713.83 ,79579410000.00 
2018/3/1,2715.22 ,2801.90 ,2585.89 ,2640.87 ,2640.87 ,76369800000.00 
2018/3/31,2633.45 ,2717.49 ,2553.80 ,2648.05 ,2648.05 ,69648590000.00 
2018/4/30,2642.96 ,2742.24 ,2594.62 ,2705.27 ,2705.27 ,75617280000.00 
2018/5/31,2718.70 ,2791.47 ,2691.99 ,2718.37 ,2718.37 ,77439710000.00 
2018/6/30,2704.95 ,2848.03 ,2698.95 ,2816.29 ,2816.29 ,64542170000.00 
2018/7/31,2821.17 ,2916.50 ,2796.34 ,2901.52 ,2901.52 ,69238220000.00 
2018/8/31,2896.96 ,2940.91 ,2864.12 ,2913.98 ,2913.98 ,62492080000.00 
2018/9/30,2926.29 ,2939.86 ,2603.54 ,2711.74 ,2711.74 ,91327930000.00 
2018/10/31,2717.58 ,2815.15 ,2631.09 ,2760.17 ,2760.17 ,80080110000.00 
2018/12/1,2790.50 ,2800.18 ,2346.58 ,2506.85 ,2506.85 ,83522570000.00 
2019/1/1,2476.96 ,2708.95 ,2443.96 ,2704.10 ,2704.10 ,80401630000.00 
2019/2/1,2702.32 ,2813.49 ,2681.83 ,2784.49 ,2784.49 ,70183430000.00 
2019/3/1,2798.22 ,2860.31 ,2722.27 ,2834.40 ,2834.40 ,78596280000.00 
2019/3/31,2848.63 ,2949.52 ,2848.63 ,2945.83 ,2945.83 ,69604840000.00 
2019/4/30,2952.33 ,2954.13 ,2750.52 ,2752.06 ,2752.06 ,76860120000.00 
2019/5/31,2751.53 ,2964.15 ,2728.81 ,2941.76 ,2941.76 ,70904280000.00 
2019/6/30,2971.41 ,3027.98 ,2952.22 ,2980.38 ,2980.38 ,70349470000.00 
2019/7/31,2980.32 ,3013.59 ,2822.12 ,2926.46 ,2926.46 ,79599440000.00 
2019/8/31,2909.01 ,3021.99 ,2891.85 ,2976.74 ,2976.74 ,73992330000.00 
2019/9/30,2983.69 ,3050.10 ,2855.94 ,3037.56 ,3037.56 ,77564550000.00 
2019/10/31,3050.72 ,3154.26 ,3050.72 ,3140.98 ,3140.98 ,72179920000.00 
2019/12/1,3143.85 ,3247.93 ,3070.33 ,3230.78 ,3230.78 ,72054000000.00 
2020/1/1,3244.67 ,3337.77 ,3214.64 ,3225.52 ,3225.52 ,77104420000.00 
2020/2/1,3235.66 ,3393.52 ,2855.84 ,2954.22 ,2954.22 ,84292270000.00 
2020/3/1,2974.28 ,3136.72 ,2191.86 ,2584.59 ,2584.59 ,161801100000.00 
2020/3/31,2498.08 ,2954.86 ,2447.49 ,2912.43 ,2912.43 ,123163450000.00 
2020/4/30,2869.09 ,3068.67 ,2766.64 ,3044.31 ,3044.31 ,106799100000.00 
2020/5/31,3038.78 ,3233.13 ,2965.66 ,3100.29 ,3100.29 ,131044000000.00 
2020/6/30,3105.92 ,3279.99 ,3101.17 ,3271.12 ,3271.12 ,97197020000.00 
2020/7/31,3288.26 ,3514.77 ,3284.53 ,3500.31 ,3500.31 ,84402300000.00 
2020/8/31,3507.44 ,3588.11 ,3209.45 ,3363.00 ,3363.00 ,92084120000.00 
2020/9/30,3385.87 ,3549.85 ,3233.94 ,3269.96 ,3269.96 ,89737600000.00 
2020/10/31,3296.20 ,3645.99 ,3279.74 ,3621.63 ,3621.63 ,100977880000.00 
2020/12/1,3645.87 ,3760.20 ,3633.40 ,3756.07 ,3756.07 ,96056410000.00 
2021/1/1,3764.61 ,3870.90 ,3662.71 ,3714.24 ,3714.24 ,105548790000.00 
2021/2/1,3731.17 ,3950.43 ,3725.62 ,3811.15 ,3811.15 ,98596960000.00 
2021/3/1,3842.51 ,3994.41 ,3723.34 ,3972.89 ,3972.89 ,120863560000.00 
2021/3/31,3992.78 ,4218.78 ,3992.78 ,4181.17 ,4181.17 ,82869290000.00 
2021/4/30,4191.98 ,4238.04 ,4056.88 ,4204.11 ,4204.11 ,75155370000.00 
2021/5/31,4216.52 ,4302.43 ,4164.40 ,4297.50 ,4297.50 ,85705180000.00 
2021/6/30,4300.73 ,4429.97 ,4233.13 ,4395.26 ,4395.26 ,66496430000.00 
2021/7/31,4406.86 ,4537.36 ,4367.73 ,4522.68 ,4522.68 ,63217960000.00 
2021/8/31,4528.80 ,4545.85 ,4305.91 ,4307.54 ,4307.54 ,66268850000.00 
2021/9/30,4317.16 ,4608.08 ,4278.94 ,4605.38 ,4605.38 ,61874700000.00 
